summonerId,summonerLevel,tier,rank,leaguePoints,plays,wins,mostPositionId,mostPosition,mostChampionIds
DB8aooiFepCDtP6MhmPjhQXRltDW_Jg_y8vIi0_crX_tlkM,124,CHALLENGER,I,1024,431,243,2,JUNGLE,"[427, 59, 104, 163, 121]"
bw1dZlZD1PMGsQhz8bhiQoi2neAs7Q6hRNAHaKGnuXipP8E,544,CHALLENGER,I,1024,934,494,3,MIDDLE,"[4, 61, 112, 79, 53]"
O4xLcgDjquF6rhMuViE1EM7JMWkjBWZvfBmJWgnhJBKH8rZS,528,CHALLENGER,I,1023,623,332,2,JUNGLE,"[64, 234, 163, 59, 104]"
PUxOra-5W_oqSY777wFFL8tRmRAmXeHC7FOz8jYkNihH7F2m,348,CHALLENGER,I,1023,584,312,4,BOTTOM,"[145, 81, 221, 523, 498]"
w3yZ5cMvgO37o868fbHdC3urEd0cfs_iv-0qHYaGZbm0h_WZCB7cCO62eg,162,CHALLENGER,I,1021,354,197,1,TOP,"[897, 266, 777, 24, 126]"
CeAtIWFlh4kxm6y6s0D3Jot6kRU8WzdB7KWMmxccUREsKEn0PE8hVVEijg,438,CHALLENGER,I,1020,950,500,2,JUNGLE,"[64, 76, 104, 234, 163]"
Fynod-J859ijI8qlf0XVFY0OH1HjmCKo1rNQAG8mLYOwgN0,683,CHALLENGER,I,1020,487,275,5,UTILITY,"[526, 12, 111, 497, 412]"
sRSsfsiOHg-Ovo7KA0RJU41kTAp-wIxRYAPBUxC0vedVR8o,170,CHALLENGER,I,1020,446,251,2,JUNGLE,"[136, 166, 200, 104, 154]"
7mmH9--GvT225ZKt2Z1uiwDrI6acE1dA18HZrS9vn1f6P-HOsdFu9vyGHw,86,CHALLENGER,I,1020,183,116,5,UTILITY,"[22, 910, 888, 432, 498]"
1YVpWkVk65IfotTVkd0Xu92nEZJXGJSBkG5cqoBep-TawPtWC0BWDA5iUQ,243,CHALLENGER,I,1018,135,86,3,MIDDLE,"[142, 117, 14, 54, 18]"
EydemLN4Bv8UAzE7xFg4yjwVV-7QWatIrvrW9MwMaJLePZw,635,CHALLENGER,I,1016,481,263,4,BOTTOM,"[145, 221, 429, 110, 498]"
m2XFhBEX4Jgi1kkxntfZA44oqQ9Or_ljjmo2Cj-V4ryweD3B5UukrZTYYg,55,CHALLENGER,I,1015,228,145,2,JUNGLE,"[203, 64, 59, 104, 24]"
39xhgqIpWl3u36tZ3uS1vU0Ybeu962oxtib4fcIxycbk9kuhGvDdi3H4jw,146,CHALLENGER,I,1014,688,370,4,BOTTOM,"[429, 498, 145, 110, 81]"
-EkGZNdc0k3kTqFWGNvSyP1pHU1rBpkm-YFu-2pVa5k7te3V8jyuVYwuVQ,509,CHALLENGER,I,1014,642,348,3,MIDDLE,"[517, 126, 268, 84, 518]"
NdQNJ2vqxNz_CxBOQmdlAOJculQQzIBGfRW20QPW0PlmRxY,371,CHALLENGER,I,1014,345,200,1,TOP,"[79, 266, 897, 126, 58]"
AL4_toSyIGq5qKw_XTqCEL4BgMNRLQ0zHKtyEGSfpTOphrAsKDqhMfOenQ,85,CHALLENGER,I,1014,333,197,5,UTILITY,"[518, 526, 497, 16, 53]"
SgPY2hB8hFkIZruUNfrooVVaPmmgarkPiM0FOKXHuYZCQXLDm4tIFhHWdw,168,CHALLENGER,I,1013,589,315,2,JUNGLE,"[131, 81, 121, 76, 421]"
3BV724o9XGh-KGmZTTCeBv8lCHbLAeMm7XjavXeNqnG2Cc6eIcNQKJfPNA,248,CHALLENGER,I,1010,548,296,3,MIDDLE,"[777, 517, 61, 268, 18]"
k19nhIf3y-LdFjdZaFtaEIAxr5CrtLw9fffEnUpHP1h3vw,831,CHALLENGER,I,1010,464,254,4,BOTTOM,"[145, 22, 221, 67, 81]"
tMBlvjnoUHaSCPYzAWWP9uc_d2Fw7rrGFkYe4TTkhSCDi1A,534,CHALLENGER,I,1010,206,127,5,UTILITY,"[12, 497, 888, 897, 53]"
4SpOi-YbdA4leVNAtMxDn_0mV8Wu2Joh5Vfq2uhKKDF_4kQ,494,CHALLENGER,I,1010,697,380,3,MIDDLE,"[84, 61, 711, 897, 777]"
FkHoK6oDM-x8HdNboly57jFzzz9FWb-c8Wne-voFc7wzam8,636,CHALLENGER,I,1010,768,405,3,MIDDLE,"[61, 268, 126, 517, 84]"
5B0cpf7hDflvMY8WOMuopahAPe7baHt-twCwW4FZni57z64w,556,CHALLENGER,I,1010,990,519,4,BOTTOM,"[119, 145, 498, 221, 222]"
6GgAlem94soir5257Sp-4mzB6IukDAo4xN2ksJ35naU6FtU,534,CHALLENGER,I,1008,671,360,5,UTILITY,"[497, 432, 12, 111, 201]"
ZjhbFaOUyn_dmpMmH4yA9J1nCxZUV9IY1PhBD5s0JCZ4CQ,464,CHALLENGER,I,1008,504,276,1,TOP,"[154, 43, 98, 113, 223]"
V4Tau_jAtNaQNcvxX2eCQYMQfnuGukuH3U8eZ9FXF0i_S3k,150,CHALLENGER,I,1007,801,445,2,JUNGLE,"[64, 163, 104, 59, 30]"
w4Sl-Typ-mCZMA4nFrnyJak8WKODXR-A3avilMDSyk3m-jU,658,CHALLENGER,I,1007,456,246,1,TOP,"[79, 31, 14]"
2fTCpGU1i2Zs3Kt8bQhgqqWg2v4y808YTziBtXRq_IOPdp4-ObB782Y0vQ,124,CHALLENGER,I,1005,986,536,2,JUNGLE,"[104, 64, 141, 254, 163]"
COHeh2HnForE_O5RRtmlY5lzVkOFxaS3k3DXt_zLmC7pQQWJfyQ1ykh0Hw,306,CHALLENGER,I,1005,826,460,4,BOTTOM,"[429, 235, 85, 897, 58]"
x1GWATAb8SkPWOYETldmzkcMEvEHMMzVvAcypZNoadT6Z0I,345,CHALLENGER,I,1005,694,369,2,JUNGLE,"[64, 234, 163, 59, 76]"
w1f4sVDfd1p7BDvjOaQN8K199XUDOYVHqOblQ2ZWeSXivhz1odzn4-Eocg,153,CHALLENGER,I,1005,487,267,3,MIDDLE,"[4, 166, 711, 53, 90]"
r92Jl5mEVZuIBL2yp7DxGKTEb6fZ0C_U_7jMy6KeVsnFvQIX6OfxJfh8AQ,99,CHALLENGER,I,1004,282,166,4,BOTTOM,"[145, 498, 429, 221, 523]"
O_0O_VuW7Kiivs2rz10zmp9ur_MCEefsJ3lF-84sTUkSUw,361,CHALLENGER,I,1004,824,444,1,TOP,"[77, 68, 897, 23, 58]"
7NuozPsWDmH0SS2DMDiqA9MQQj_aOGPCVSG2-dfHykwI27c,1124,CHALLENGER,I,1003,872,464,4,BOTTOM,"[145, 498, 110, 236, 221]"
pSpzDD2RrnGA6dXeKi_7mqkzyaCt_fW3jl4uBh6b65R2Zw,548,CHALLENGER,I,1003,848,451,3,MIDDLE,"[126, 517, 61, 134, 18]"
N4DHU6pcKeBINGvLQu_dddu8WPwL2kroN2SO8G54eAqEb7DwV6eLpgrE4w,58,CHALLENGER,I,1002,383,205,2,JUNGLE,"[64, 200, 163, 104, 56]"
UtPNYAQG0TYP-OnhFYZ2s-Tr_GNacFPxU-Ujm6N1ruvDpA7i,605,CHALLENGER,I,996,1366,711,4,BOTTOM,"[145, 221, 119, 222, 429]"
HqTOjD3WZgGIXwduN5L5TYiubxK9XQq5SicjrepIAN_r5lA9KjEALeonnQ,70,CHALLENGER,I,996,373,221,5,UTILITY,"[497, 12, 53, 523, 432]"
zPSpnrg2ThCpypJxArko3LXKPOKUfapOtMO4Db1PGHP4OkXu9dz2rJP7_w,200,CHALLENGER,I,995,1218,661,2,JUNGLE,"[9, 427, 104, 102, 18]"
YMO8nc3vstqNaW-fU_TK830Sd5cGiM0nkoX_WUySrCSEoFOpjEj5jazFww,162,CHALLENGER,I,993,655,356,1,TOP,"[24, 39, 266, 777, 897]"
qHa-1u96W9jioT6MfLGnG0vnG3h8ghU2no6kHW00wFXN6Dk,625,CHALLENGER,I,991,515,289,3,MIDDLE,"[126, 777, 163, 61, 517]"
0yyuCj74BJ5kieOHBKS-aQ7aqu8bAFfyi3mumrY0-ey3QoKRUWq2EjP9_Q,144,CHALLENGER,I,990,457,252,5,UTILITY,"[497, 526, 902, 888, 57]"
RoRGMfW8AmfKbaEGsovm5TOwA9ElsV7kEZY1ZN-xWRr3wOEnFmQZK1hthw,392,CHALLENGER,I,988,1433,742,1,TOP,"[58, 897, 777, 266, 68]"
Z7gI3ZmE8SNFsj9d0gcSg_kRh6Dbd1klUV6OKza6SuuxMzE,224,CHALLENGER,I,988,362,204,2,JUNGLE,"[64, 104, 163, 254, 234]"
_oXzlXpikixz2U5_SJpkwig_3FRkNTurdfQn0niYi8lExX_Q,499,CHALLENGER,I,987,1235,638,2,JUNGLE,"[234, 59, 64, 497, 78]"
HvYu5a0AQPNlq4Ct3LzjxDcxaGjCNXhoq8VuU1YTDFlocWL5-mKBMvRb1w,135,CHALLENGER,I,986,822,435,2,JUNGLE,"[104, 64, 163, 59, 234]"
YuXmi-wiaCM4xvsR2i6mNziDh6OLQ5EKoMjJW0QQDD80yK4,513,CHALLENGER,I,985,818,433,3,MIDDLE,"[268, 134, 84, 777, 897]"
xprk_tcsXJUlyvqY5BXaGY189xkEzaidohZ36XhM0ET5Gm29Qc7F6RDoYw,180,CHALLENGER,I,984,620,331,4,BOTTOM,"[145, 235, 429, 523, 498]"
UW7M7DyBAHoHUJhr6F-wb1o1Js18nkNulz_75qIh6XoJuAbnzCoUGtGlzA,449,CHALLENGER,I,984,1545,797,4,BOTTOM,"[429, 145, 498, 110, 119]"
KzeDbHkziget72Pl-N_cG61pxcL0Ts4_OpRKaUwPIQFPN2k,406,CHALLENGER,I,983,488,268,3,MIDDLE,"[157, 777]"
JMA7f57w4gD6f2i-Kuc9mjw4rUSIHGcuykReNHdR9WCn_2B6no6-896SVg,167,CHALLENGER,I,982,391,220,2,JUNGLE,"[59, 64, 104, 121, 234]"
fYta2883regoXK4Pees9Zp95F1_EKG09kBjAh-Lu3XnblQ,684,CHALLENGER,I,981,785,414,2,JUNGLE,"[200, 12, 74, 60, 421]"
v4-P2nAS3rTnLiTZNezt8Pud9jEmYg_6IM2RExkFxGNP2C8,628,CHALLENGER,I,980,564,307,3,MIDDLE,"[91, 517, 84, 58, 516]"
BOHVX_wMSyaDBa2oxKAR778y-dxRNda6_6v4CkTCZm0AZaU,480,CHALLENGER,I,979,545,301,3,MIDDLE,"[105, 875, 53, 15, 412]"
rB1ux-8t6FnCRqOLlVAzZVn4Q4ghrjRX3-zLos-2IPJB-VUrCI8WhJpxYA,396,CHALLENGER,I,975,1100,574,4,BOTTOM,"[145, 523, 221, 498, 429]"
d3rMHtpzOgpMyTTKwTScuIHSG0q6fb1fNsjIlw0VY0xRM0I,527,CHALLENGER,I,974,762,405,2,JUNGLE,"[35, 57, 59, 58, 876]"
DUPevXjSM45oFdZdxcLMDz31aSxA9uezk0pCU_Db3PfXT3A,838,CHALLENGER,I,974,339,194,5,UTILITY,"[12, 497, 111, 432, 888]"
tyJiNo7uLJ9HHUkhVFJUCuyUaUZCw1gNz6W-PYlxhimOrYE,363,CHALLENGER,I,973,334,189,2,JUNGLE,"[427, 516, 61, 64, 58]"
VGIYjwT8EQE-rZApV35VA2oeKeDXCFEwFCmVulN66NeWcpg,493,CHALLENGER,I,971,484,274,2,JUNGLE,"[24, 64, 104, 234, 76]"
OuEPeqxnTfIVb9zQeFSI2-2YRMTAG46-yvJV7o0-W4cE3O7Bzxxo5EoAwQ,197,CHALLENGER,I,971,485,266,2,JUNGLE,"[64, 163, 203, 59, 104]"
D5LfEnwG-MgqwNo-3cWQRp2zEUQYKU660RjpfEu2GMwm_3U,174,CHALLENGER,I,970,472,265,3,MIDDLE,"[3, 61, 497, 84, 68]"
78jnu4Un_qpHQIZLr5aEwkIVb1ZyeEi4kzrujD5KuQR8fSA,334,CHALLENGER,I,968,1022,544,4,BOTTOM,"[145, 81, 110, 221, 115]"
yrA5jt1T0m06Tr3slFUP1h4Gv1gfPHIxXNmW9p6U7HVNn5alwiugx1BMCA,190,CHALLENGER,I,968,326,188,1,TOP,"[114, 887]"
Hr4fL6WhQ9NLUxzu6yfDGQUZxkeLWQcrPALfWtRXvSxuqSc,220,CHALLENGER,I,967,448,247,2,JUNGLE,"[64, 104, 163, 59, 121]"
2wW551nOw6J7MmGRcyuc4LUQlIuqbjW7cjHYhj7p3GKRFEU,526,CHALLENGER,I,965,855,450,1,TOP,"[126, 84, 39, 897, 777]"
zoabQBmP1ViuU7aFWVFHThgm5USNsIWZEfumRWJbWnyTucg,275,CHALLENGER,I,964,315,187,2,JUNGLE,"[64, 234, 104, 245, 59]"
vSEpYU63RK1xU8ipyjJRB9HUavtooJppNR8ibWd8F1DMLf_iHvQAX2p23w,98,CHALLENGER,I,963,246,146,1,TOP,"[10, 33, 54, 518, 777]"
0hFM5wAmFod8S7q-MZ21np63CSIOevzYiczTNvDmBm8OhXs7,487,CHALLENGER,I,962,619,334,2,JUNGLE,"[234, 154, 64, 78, 427]"
soXxCUBgZljSvVLnDdNSVFWGcZVJcP-NeoY7PK4lKyR1CBY,400,CHALLENGER,I,962,431,239,2,JUNGLE,"[104, 200, 79, 120, 163]"
8LCK2WOL7vH65E_jFgTs1X-1XJ5-oMyaR_PVRkd1SsIJVWFk8scDxV4EOQ,669,CHALLENGER,I,961,1718,882,2,JUNGLE,"[64, 234, 421, 104, 517]"
nKc9gby9csVhD_3aFxzGLQ69v1Akl3ZY7QEh3OsOLX9MqG0qxhECManLFQ,99,CHALLENGER,I,959,522,286,4,BOTTOM,"[51, 429, 110, 221, 523]"
LiKL6y5ozAW-pVwhG3F6ze83ydYyK526t3J6qTx64xW7tRkQcz3-8f06rQ,221,CHALLENGER,I,959,364,204,2,JUNGLE,"[24, 104, 64, 76, 203]"
wOlfpVbMx7qnxB3bl2_nXEuABc-hP-NwvSQe3AAbPZdpe7M,429,CHALLENGER,I,958,612,327,5,UTILITY,"[111, 12, 497, 526, 888]"
Q7OJbcwnbImcyWFDAuyenH5R3fWm8ZSpGITm_Hy9hbcuue8,579,CHALLENGER,I,957,942,489,1,TOP,"[58, 266, 68, 24, 897]"
iXKiAXLcAwLDiAhzDtNLPaoquA4SSVO5p3I-wAyZAnEFClM,648,CHALLENGER,I,957,484,262,5,UTILITY,"[497, 12, 526, 432, 111]"
5wEKSL3YJjtQIml5MwGtx9xWeOCxJz1zo-4fUzANunbV7mU,186,CHALLENGER,I,956,594,322,1,TOP,"[58, 68, 24, 266, 897]"
WqgP2kVrwCTN4oG474qB5XndmpYQ6rqis2KL-XDJbuU4bm2_OFs4uNrsmg,155,GRANDMASTER,I,956,239,143,4,BOTTOM,"[145, 18, 523, 81, 37]"
onfo8KcUNM41zKRHY26X4M-JmlhUwyYplZ_NK9qigbtmm0QS,312,CHALLENGER,I,956,943,495,3,MIDDLE,"[61, 126, 134, 163, 497]"
8FRjfTp2yYq4YX3sTjwiZER2ZrI78bgMLXd4rZT_oKTXU2SQJd-5ynGHVA,99,CHALLENGER,I,955,890,474,2,JUNGLE,"[104, 163, 64, 234, 141]"
RAVsePSCijCkivGfo1BQIP7rpQLHiWRSxxRGLX-ce1X4z6ieRNRBYln9gw,105,CHALLENGER,I,955,455,253,4,BOTTOM,"[145, 110, 429, 523, 498]"
b6icyIbn0yVUJanmloFC0ar6Bwcx2bF6fk4N-Te7Nv5_k-c,198,CHALLENGER,I,955,340,200,3,MIDDLE,"[4, 61, 112]"
SjSTVtkoH2D2OBeno8-9rC1J1lpJEkPiEO-JlTsWq7y6Clo,766,CHALLENGER,I,954,1248,650,2,JUNGLE,"[234, 64, 76, 163, 53]"
kh6_q-sjLYAXIpWf79f68IgrnPYgvpTr19fCO5zkySgfKg,593,CHALLENGER,I,950,438,241,5,UTILITY,"[432, 53, 201, 115, 235]"
lG7zbHej5d7s486pm826rNBi3ikNbNDIbhYElt80CPdqhcUCbdX4-GKKwg,143,CHALLENGER,I,950,932,492,3,MIDDLE,"[61, 126, 84, 7, 245]"
naSO76YyqWs4GrkN6-rYlhiYHrKqxMxS3TFDCSyTWbUlm7gdgCgc_oEJMA,70,CHALLENGER,I,950,379,216,4,BOTTOM,"[429, 145, 235, 498, 222]"
jPnEykLPV-r9qbbRuR86p52kieilMeauiZNWq4_EQzsdAA,446,CHALLENGER,I,949,781,414,2,JUNGLE,"[107, 76, 64, 111, 104]"
OF8e6ttp9qrnCfxmSCzq_MxlXpsnnRoybamO362r3gp5SXU,516,CHALLENGER,I,948,485,267,4,BOTTOM,"[29, 429, 145, 110, 202]"
I2uPGokiEKRL_XlzDedDJg2CqbFbWsNsni4IUnvDYMsy027drUGku9auEw,141,CHALLENGER,I,946,422,237,1,TOP,"[150, 24, 58, 897, 266]"
x1XXQhu9DShQDlSKWaxDPidQ8WzuQiMA9Gr6aVtacftBnW0,401,CHALLENGER,I,945,379,213,5,UTILITY,"[497, 432, 111, 12, 201]"
Z45fiLDJcrH4pDoGaIOe9elcYamGy6-yNCdRbRiu8Rpjfcs,72,CHALLENGER,I,945,340,199,3,MIDDLE,"[61, 777, 126, 84, 103]"
sqQc-LxxEOT7_IKKymwt9gFPacgNmE8qpmKYeeVKr6YBCS5cuXsKvq9gyA,395,CHALLENGER,I,943,1457,756,2,JUNGLE,"[163, 76, 234, 121, 64]"
oz5rg_AHGkDO3Mu0Ulf0iofON12edyA1ShTcjyRgg9TSl2J32EAWWuRavw,68,CHALLENGER,I,943,200,122,5,UTILITY,"[51, 40, 16, 147, 235]"
h04nG1lu7T6s_aOh447Wenrg3UmP9hdJlllFNNqC_KKjkLM,770,CHALLENGER,I,942,573,312,3,MIDDLE,"[103, 134, 61, 518, 18]"
2_xcjgpr177Wkfsei1oTChWOHBcMrOq20iJ9R6zQ5DHSAS0,499,CHALLENGER,I,942,312,181,3,MIDDLE,"[61, 777, 84, 126, 518]"
qqj8C_Hka6uqh4oxf04aPG6Z8gd91AgtfZUvqPA4To6Y7zU,234,CHALLENGER,I,941,545,294,4,BOTTOM,"[81, 222, 145, 110, 498]"
YXx0ld0DayA1moQqpP1p9pr0KLelm7325OB1foeVd4XVV2c,356,CHALLENGER,I,941,520,283,1,TOP,"[68, 24, 266, 897, 126]"
b0kq9Z0mfw44NgBKF_WwtzyqhE0vonDpPMKTAKLjLSWhrrM,923,CHALLENGER,I,941,526,280,1,TOP,"[8, 111, 266, 54, 85]"
phUmGW-qG-6fb5V5yB5dBk3-tavVeHUrry3r2Oky8VZpeFk,383,CHALLENGER,I,940,765,407,1,TOP,"[39, 126, 19, 897, 23]"
mhhkzCfPksE2xsvcpR-hpzQhYfiZaTw06BgVtn9XRbxSadE,608,CHALLENGER,I,939,1190,617,4,BOTTOM,"[202, 63, 115, 53, 110]"
Sm8nQT0m-RAlZhMtSOC80D5tj9quBb5JyLw9vSPhC9WGEaFhi_S4B7SEJQ,239,CHALLENGER,I,938,459,253,1,TOP,"[85, 887, 897, 58, 266]"
Tlttvk3De0sDglLLc0AyVqr3w1UycL3o0dSEpmsqScb30aa3NINYzmBYpQ,255,CHALLENGER,I,937,721,387,3,MIDDLE,"[518, 84, 126, 18, 103]"
_90deMjj8jt7-rGYE9If_PuIBfYOpiOUkmhJFzkQl82jw6Q,145,CHALLENGER,I,936,607,329,2,JUNGLE,"[163, 104, 76, 64, 142]"
xGpW4HfFqLrHAzzkYbR5oh3SB3y8jagkOnt0HwlS9ubHTxE,426,CHALLENGER,I,935,207,127,3,MIDDLE,"[91, 39, 134, 84, 517]"
3dQv7hMk-sh0iRSNgnwFtXIovfSkO57xhL9keVrh02PwgnOp,63,CHALLENGER,I,935,197,127,3,MIDDLE,"[4, 61, 126, 103, 142]"
zA5QoL6Qe5jJaXrHGQfrBuCggcTLsHryC82TopbTQMPWEOw,680,GRANDMASTER,I,935,973,510,2,JUNGLE,"[64, 104, 59, 234, 18]"
E-2dJnPaUYv1v6Z5AHcWSznD5hhWgZvEHbqKX2yiR1ZIWn0,175,GRANDMASTER,I,935,402,228,5,UTILITY,"[497, 145, 53, 429, 235]"
NUTmvOLaXWmEBIVZCx_gtL-62EfbfqTbP1YFIYZjEeTJTEb-6gOqjTqtNA,179,CHALLENGER,I,935,612,331,3,MIDDLE,"[61, 518, 777, 84, 517]"
ZcJKmKIDVdZT24Yq8R4Bp_8p7OZ_LihgjLVREPaaKflwlQ,640,CHALLENGER,I,934,622,336,2,JUNGLE,"[30, 163, 56, 101, 120]"
RiGLmnxfRmbBnF-NAx2ArIJHaZkIKLjXpR_Slo6EVt9klRQCmmr0LNPctQ,146,GRANDMASTER,I,934,708,377,4,BOTTOM,"[145, 523, 51, 429, 18]"
yoZfBWjbI9BkxGQCkrAjDuhvZlm7usxlycJ6nkDhlcXaGQI,708,CHALLENGER,I,932,458,252,1,TOP,"[68, 104, 266, 58, 110]"
KsVkrWkQQEY4pz5JN8m6sgLYE6h5uRofVhjWvuewsb7D5_bM5zF3bmH-HQ,234,CHALLENGER,I,932,353,200,2,JUNGLE,"[64, 234, 104, 68, 76]"
hjAI_DJM0yP8fZ1KofrSiI8B_GYn6RqIVSueDgOO8UnAuEg,327,CHALLENGER,I,932,325,185,5,UTILITY,"[497, 12, 526, 111, 43]"
uRKcd93EKboq3Any2lMC2bh2LzAmZMweZ7X9H5xVp6vzmV0,553,GRANDMASTER,I,931,985,511,5,UTILITY,"[53, 555, 12, 497, 432]"
5prZsGPYMH-2vJOMNVlSQhsXen5TWbdHW9zrjbK85jZeUg,766,GRANDMASTER,I,931,1060,553,1,TOP,"[69, 30]"
Fh02uvb5XZmrr0sOxUjvLQhsrbMbkHIpyQfOnwwGg-9F1n4,659,CHALLENGER,I,931,498,272,4,BOTTOM,"[110, 81, 145, 22, 119]"
cMGC4F15POYqsY9fSzbR-_pskCwhnlsJ5zao1HIalCIz2Fdy8_k41fSiwA,320,CHALLENGER,I,931,897,476,2,JUNGLE,"[104, 163, 64, 111, 76]"
xMhCHMgxa6-5AGvKrddyEGCzIjLpf3koj4JU468XGrXwqlM,653,CHALLENGER,I,930,948,501,4,BOTTOM,"[145, 119, 429, 81, 64]"
M81YXlT5Wt0k8Tjns4CvHDWDw8Adpsb0RjWLQkdbrQ5ZMKg,152,GRANDMASTER,I,930,474,262,3,MIDDLE,"[61, 84, 126, 268, 103]"
_Si4de__rIQVh8krJdEj5Crlv0tsqOtsOm4MhU-0bYcRAvc43V1QlUELKg,46,GRANDMASTER,I,929,173,114,2,JUNGLE,"[64, 104, 163, 234, 76]"
MddZJGGDCssOBMAwsdHYKQ9QZY__oQjtxWiUmneqbiieSctAQmsSFJiOaA,708,GRANDMASTER,I,927,1657,852,5,UTILITY,"[526, 497, 111, 12, 888]"
1P2CaVBa5pYZURg2BP9nlZF8N8jReuqTbKu5u1Z2RbG2J09rgE9UirLFng,234,GRANDMASTER,I,926,1647,853,5,UTILITY,"[497, 526, 12, 111, 555]"
DLhoJTOoNH0dKrWcgwJP-561PC8jzRTUOJXTO9UOIHoWL4w,274,GRANDMASTER,I,925,1025,538,1,TOP,"[126, 24, 897, 58, 266]"
n5ZnooCY4IQ7waPOJ4aglnaQU2TB78ogAZEloJsJygqws90,855,GRANDMASTER,I,925,858,449,3,MIDDLE,"[234, 221, 895, 245, 80]"
K9Bh5iUTWGLyAKl728YeQwNZRaeS3FB94-H6UlFBHaT_9obMbL5UHze4Og,139,CHALLENGER,I,921,491,266,5,UTILITY,"[497, 12, 432, 888, 22]"
fMq2pX1hWYM7sGp1SraKAuMalbBMaCSsuuUjH8V7Mgq9nlaWDPclUx3bIQ,225,GRANDMASTER,I,920,562,305,3,MIDDLE,"[518, 711, 134, 142, 67]"
KLvrFedOpfKznIrQKZ456AwP4F4U_QBcW2hkrgaDvYs6nsg,631,GRANDMASTER,I,920,602,324,4,BOTTOM,"[145, 498, 81, 51, 22]"
zpnGS-bbSWODgFyWpGwVWKd-O-uZT3oDQe8KeqVhmbm3_h28HUZHmVnd-A,409,CHALLENGER,I,919,861,456,3,MIDDLE,"[61, 126, 18, 777, 84]"
xuqxSA-4KaNCw-EC6JNGcqJaeb_58AxOKs4ERoVIt65equp-Pp2dCMVycQ,248,GRANDMASTER,I,919,643,345,1,TOP,"[68, 24, 58, 897, 111]"
I5IxYPGZZcYPJmk9E1RE1sgMuqdnMdaIF-eLL3sOP8LwC28,1098,GRANDMASTER,I,918,1545,798,4,BOTTOM,"[81, 119, 523, 429, 145]"
IcJbKGiuCKAtX3CNogg5h8hOrFrHW1leGfXsxPPH9HqNh8xfXiahER9v_Q,75,GRANDMASTER,I,918,350,204,4,BOTTOM,"[145, 221, 110, 498, 429]"
rgogZvWBDLp2ypnOlKfoyiseC9cs1ymXSwo6b0zB5ObnFA,277,GRANDMASTER,I,917,434,240,5,UTILITY,"[412, 53, 3, 111, 12]"
YLQ07FYfHffJ8gd7rEr8io7Tjf7oVXUz4bpC1ruze3tKl8rjKGJFfMJxbQ,172,GRANDMASTER,I,914,624,335,1,TOP,"[58, 24, 68, 266, 897]"
DJiTyCKcQFbAMbWH-cvMjLuCs55v9zoyYp0ttFsK1zViiYmWhonSL7O_-w,100,GRANDMASTER,I,913,794,435,2,JUNGLE,"[64, 163, 59, 234, 254]"
KrGdpPUrU2SHEq7PTbViYHuTqDq8nx847nS-jLm18s-14lkBTUq5-6L_VQ,318,CHALLENGER,I,912,744,397,4,BOTTOM,"[145, 429, 523, 110, 222]"
pT7i18pEmfM7_dCx5HC174s6Ts1lFYgOEuWdXjaDIhJ1DEXG8n0soBXcNQ,135,GRANDMASTER,I,911,671,363,5,UTILITY,"[526, 497, 12, 111, 53]"
SQnNsl4h2Q2WE-lrTnGFPbTgPBJq4UyIjeuF357Wk2ONHx1WJg5awu03sw,44,CHALLENGER,I,911,182,117,5,UTILITY,"[22, 526, 145, 40, 555]"
XR1uyl5B-jcYAGIvTxxRfHkt4SqSLFEa5SpODeCm1juSw7o6-yojvIY_DQ,114,GRANDMASTER,I,908,770,396,3,MIDDLE,"[142, 20, 30, 876, 1]"
W5TRiorc-mvNUiExKNvQVhzOevHULhABq2akT2miXFOYvFg,231,GRANDMASTER,I,907,378,211,3,MIDDLE,"[910, 18, 268, 126, 518]"
cM6BW6FbZHt3hMqvyRFFZj7qGXtgSgrHPD_p4_txGTcl18Hup-jBtSM-SQ,337,GRANDMASTER,I,907,706,373,2,JUNGLE,"[64, 163, 203, 234, 58]"
gRur9B3GbQIXBuNp8nvgpn8MhwECjfO2CWNWHvhq78STqiVifAbmlg5mjA,163,GRANDMASTER,I,907,609,327,2,JUNGLE,"[59, 497, 64, 104, 254]"
4HX58wrZdVYYNWlKNaicW_OTpoZagXCfdGw4ryT9w41dOxH0TY4GDVvSpQ,84,GRANDMASTER,I,907,382,213,4,BOTTOM,"[235, 145, 498, 110, 429]"
aZ5hRqS7u4J3xYsCPl4bhlJFgYZ6-RRgOebtZXzJahZXlhTOLKF6urrL6g,152,CHALLENGER,I,905,876,460,2,JUNGLE,"[234, 76, 64, 200, 221]"
jwTMyectq3r2wU0vBHzkuA0x9Cj3Lsi9arGd0I0EDiE4IzA,334,GRANDMASTER,I,905,397,218,4,BOTTOM,"[115, 43, 53, 201, 111]"
BifSqLBNmfYHjYeX2jNWNQO5Zr3dKMTHgkrr6bFcvw-2qLtq,473,GRANDMASTER,I,903,675,359,5,UTILITY,"[497, 12, 555, 111, 526]"
R2jPffjcOSwx5U6wC-nZ19a1r-ne48T0e7LiSPEAbDRvRA,932,GRANDMASTER,I,903,584,314,1,TOP,"[24, 84, 39, 887, 54]"
lTz4BOvVQiL64fJqcxyM5ByITPGFxX830gvvZZfDdHr64CE,347,GRANDMASTER,I,903,487,264,2,JUNGLE,"[61, 104, 64, 234, 59]"
