summonerId,summonerLevel,tier,rank,leaguePoints,plays,wins,mostPositionId,mostPosition,mostChampionIds
F7_Uj2_jVxbp-hi9ixYyTD6JjYERmvz4Z8CqKt1nro4obGrcA1p0mY92tg,135,GRANDMASTER,I,902,563,302,2,JUNGLE,"[64, 3, 76, 104, 254]"
jPA2eawlwPynVI4FqOK7VtJNoOKUVlbpnMAabMDTSBPa8k0,729,GRANDMASTER,I,901,994,523,4,BOTTOM,"[145, 523, 360, 81, 429]"
3DhRykUpr_J4j3_6SOohupyTfH97TiVrpc_VVagv8z7QoPg,329,GRANDMASTER,I,901,292,169,5,UTILITY,"[111, 497, 526, 12, 888]"
WWj494nv5ITFYCHuAJxOo_y_FGZImFPdjGW0dukZMQoudUg,453,CHALLENGER,I,900,855,456,2,JUNGLE,"[163, 104, 143, 115, 68]"
AIDzZF0AKsrHwsq5alhSHcRPvfkD5ntDAzovqXtoAASt2Qeq,640,GRANDMASTER,I,899,853,450,2,JUNGLE,"[64, 234, 59, 163, 76]"
kIl-drrgL1V1ZsHGyuOnkCh_I1vNCtSo7WFQf6kyXiP4qXU,1252,GRANDMASTER,I,897,773,406,1,TOP,"[897, 24, 266, 41, 64]"
VdVUvEXQryjaeG6fTNUzp_uxQL3sRZRfb2KBawTGc7THDsw,515,GRANDMASTER,I,897,695,368,4,BOTTOM,"[145, 429, 81, 110, 498]"
-h3Niw7B2-dZih4xVeIOU88ULu-CKatsD6YCcBC17o3GJ7Q,106,GRANDMASTER,I,894,428,238,4,BOTTOM,"[29, 89, 4, 350, 497]"
Jmo-qlOgItxDM-Grbk-CxiHRMwsv1AeF2IA6Bk4yEfrtx93VY-rDs20NBQ,222,GRANDMASTER,I,890,244,146,1,TOP,"[897, 58, 24, 266, 150]"
jMf_neETVdvLwYbdbGYChipx9NVxbvRyHpn_LBiC3jU81g,313,GRANDMASTER,I,890,219,123,1,TOP,"[17, 23, 266, 41, 134]"
P78uNqOLhzj8eR4nPa_Kk4LutGNHqwDQWHkpJQKFswgsVlW-UXP2aPIs7Q,214,GRANDMASTER,I,887,385,218,5,UTILITY,"[44, 119, 29, 81, 145]"
kWl9ec6ly8g4X5qIR5kBDBRk4WaKH10eQlJcnEsvIzgrO2RwzggNz8O5-A,94,GRANDMASTER,I,886,379,215,2,JUNGLE,"[121, 120, 79, 141, 104]"
KYn5KjM7-OHQMpwzgsTnECxuTBv78pxUPpWUlODgc5RxavA,281,GRANDMASTER,I,884,340,193,3,MIDDLE,"[61, 777, 134, 518, 84]"
4u6dhhQg0s_ivwbY84GuKgGm8ygrUSgLauXJm2STCWY1BNM,360,GRANDMASTER,I,883,458,249,3,MIDDLE,"[134, 777, 112, 53, 127]"
_7HX-OmEgVhpJh2LysKu7de8GhLRlG1hvUXDADAo7D9_F3Q9xBmnyvC6LA,362,GRANDMASTER,I,882,817,432,4,BOTTOM,"[145, 498, 110, 222, 221]"
mnntrb1rAQcbPl6i5c4ANGPa1g8wxq-G_UN4TAFoX2TS44Y,246,GRANDMASTER,I,882,1427,739,2,JUNGLE,"[64, 104, 234, 121, 254]"
VMHeoOzlBuRfMXNIBmEOh_i2H1pZhtm7VgZNvie6HzZ_IsJ0zkw96laK3A,105,GRANDMASTER,I,880,844,455,3,MIDDLE,"[61, 777, 126, 268, 517]"
-nK9kwIlWMqvz-D45M3wQbrvbBgAKwWqS-7ZttpTx2jwOpfQz3AkYz8k9Q,229,GRANDMASTER,I,880,785,418,2,JUNGLE,"[64, 104, 76, 59, 234]"
oBSqsLwiMcC7_j0wJlA5o2du0iYlnmBD1wsP4O5GNSE_UzZzL-vtBtiu9w,86,GRANDMASTER,I,879,455,263,2,JUNGLE,"[163, 64, 104, 60, 234]"
6O_N0DMuuNbWQeyDStdosbt1IM0MxeGVnoULmjFgbOJRLX0,651,GRANDMASTER,I,879,504,272,4,BOTTOM,"[119, 518, 145, 81, 221]"
LlLy4zaPdIuoWwf3URrT37Su9Y04gD2ZSFJ_a_pV6KGwWJzIWPQXOOnFzA,194,GRANDMASTER,I,878,854,452,1,TOP,"[24, 126, 266, 68, 897]"
NaMn-3_ZoZBPQLydQqTSIGRud5bK3cef7Xj7pAdIxAhEdb4,337,GRANDMASTER,I,877,835,436,3,MIDDLE,"[84, 126, 61, 777, 517]"
iei_GSD9WhCtpmJBNxtpxvCrN38e_7KjoUZz2aUGlf5DiG0,201,GRANDMASTER,I,877,1051,548,4,BOTTOM,"[221, 61, 145, 517, 777]"
tVeQsBWqQL0ALrqUqgUJ2hKybUrOb_MWNhRwPBCnoCe2S3x3gKO5RvOCBQ,140,GRANDMASTER,I,876,213,126,3,MIDDLE,"[79, 268, 897, 517]"
hulSqMcyDybUm4C6PEG0N9qaVMOKW0qCgAqXPdG5TjDuL_wg2wI9OnJ86A,251,GRANDMASTER,I,873,600,325,4,BOTTOM,"[51, 81, 429, 145, 221]"
cR-k8qfZiew1ENQOxtDyTdycEdk8aipPdzKT5RClXII0Ew,653,GRANDMASTER,I,873,595,320,1,TOP,"[6, 111, 53, 82, 202]"
3vRCbYgcdIKpv5_ihbhEUmgZ7Tm_44LcPZ0WpuaAtu3Z3HuT,162,GRANDMASTER,I,872,556,307,2,JUNGLE,"[5, 48, 56, 526, 79]"
FjKDOd3dVsMTGY-xc4J_NKbvtVL4tKKSYBE-sgWmWysMlr4xcAJxxuzcCA,81,GRANDMASTER,I,871,374,204,1,TOP,"[897, 24, 126, 266, 58]"
TJgdznZYDBOzEN9SNXJCzCY47C-MToXy7zqCiOBsh5eEoFY,292,GRANDMASTER,I,870,730,387,4,BOTTOM,"[145, 498, 51, 429, 110]"
iiotkgj1QU38uAJe3bt4Ziju4hR_bbiNleTEXPgPKlwEqnPzdnsIomq7YA,133,GRANDMASTER,I,870,355,200,5,UTILITY,"[12, 555, 497, 111, 526]"
kWegl2YoXp88KXt2cbyovmwa8arcEfWSBY7A9OnKI5Dc934,470,GRANDMASTER,I,870,328,187,1,TOP,"[78, 19, 245, 58, 84]"
GYm_RuKDZZt2uc4ofPHsQSn3rucuHQ49rMUSaHfwCvGFA57e9xZoHQaN9g,95,CHALLENGER,I,869,518,286,4,BOTTOM,"[64, 51, 81, 145, 202]"
5XaLGxI5Qd2qOIHSHCDmHv6o2rzni_LLxbCQe7-rEKbFve8,508,GRANDMASTER,I,869,324,182,4,BOTTOM,"[110, 429, 145, 51, 64]"
SnenHZJ-gi1ck7ILGpJm80v2ClKd8Vm3QFpgKOt7_iOp1ow,375,GRANDMASTER,I,869,226,138,2,JUNGLE,"[427, 117]"
m7zzZqmfVNEAtMdimYJ1Qxv_o2NU_jEbrgrbb-nGZbvVMvs,491,GRANDMASTER,I,868,253,142,4,BOTTOM,"[145, 81, 429, 523, 110]"
4A2RQCOplq7pk7LQoyA6fJiGPF_GGBWcn51w5oTrFD7b36I,524,GRANDMASTER,I,867,225,136,5,UTILITY,"[497, 888, 12, 910, 526]"
lugaNVvNv67DHVTi5fdiHkvswII_sck16593xBjrrgrDy1pB8qQxYFjGLw,157,GRANDMASTER,I,864,232,142,2,JUNGLE,"[64, 104, 76, 234, 203]"
DzCkoLSml5ZhkKr6rxCNxP1B19krWgpApV2eaLqZnLaVGL6LCM4ZaEIaSA,458,GRANDMASTER,I,863,1829,943,1,TOP,"[897, 126, 777, 58, 887]"
TSqsdaJcyhXHhh9GPjbWeL4ssQV3DfCn-yQ6znVrGw7sgvjkTYw5JazY9Q,132,GRANDMASTER,I,862,730,391,5,UTILITY,"[12, 111, 526, 497, 555]"
xaqFPO4OR4xuujR2Y-vf8Y7ZMgXDpmJAnqi6SvUqRDWmNa0,590,GRANDMASTER,I,862,405,222,3,MIDDLE,"[131, 711, 111, 12, 43]"
M0Nbn5GVy5xDxQhHSIpHcikKhPuIUHdFs0g6ilYq4ZGs2UdUe3ml_muYkw,293,GRANDMASTER,I,861,1104,573,5,UTILITY,"[497, 526, 12, 235, 111]"
djih9bzHumx2xfuXdAbN-8-E1ohilU8ZmBcUBLZMt6Uy7bM,632,GRANDMASTER,I,861,647,340,5,UTILITY,"[526, 12, 497, 43, 53]"
hZiYiuqowO4WP2TgYBzKEE-M4kcaiX3a-9G58oECNUhHAdgegLACXTjaPQ,452,CHALLENGER,I,859,489,273,3,MIDDLE,"[777, 134, 126, 517, 84]"
uOqYv9pKQABIH0RijZiAa_VxZg_yPwCxYsfnWTPImnanvfw,264,GRANDMASTER,I,859,994,523,5,UTILITY,"[526, 12, 111, 497, 555]"
MLh-TUKsFDBpCgPZIkVsxjjT1lqHNI8I_PuwHk7gv_slHSvfyYSpHK-Nog,61,GRANDMASTER,I,856,182,118,1,TOP,"[114, 24, 58, 150, 145]"
wEZUHfq504vC1d-Qiwpc1iQyv2ios1p8KKwGjDRSntdwkzYx7rKdjIFzTg,140,GRANDMASTER,I,853,357,196,4,BOTTOM,"[110, 81, 429, 498, 115]"
HqTa-ln4lq4NbpnRHdHVovE2Hi1URrjJT46Yt7z6q6vKnsk,436,GRANDMASTER,I,853,332,191,2,JUNGLE,"[64, 234, 163, 104, 59]"
EAIArJO7WwFaX0b6VFXsgghMtcqQNtpS2iiQZd5bhdNK7h0,216,GRANDMASTER,I,852,398,224,5,UTILITY,"[111, 235, 145, 497, 12]"
AHAjTzeKP4Q2fJ0QSihjW3ASbE3nROrm-f3t24SgfDtMtLM,332,GRANDMASTER,I,852,467,267,2,JUNGLE,"[234, 64, 59, 526, 78]"
KyAMhdXkVWk19U1bVw0YkCtMdFz6vUZqGJVuaaINdIFPnrfyRDbD1rGbZw,133,GRANDMASTER,I,851,1502,786,5,UTILITY,"[145, 497, 888, 555, 51]"
K0LyZLuRyySybEuRUz7HbTYLIKcOpT4PZeTda_MOmAXJDUN56lu9__f4tw,203,GRANDMASTER,I,851,565,303,4,BOTTOM,"[145, 523, 429, 498, 235]"
p3EP_YkxyLm6xkxjiUds8E47Nbu9F10JpprCMCnDE9jR-jsrU0OoykYSSg,64,GRANDMASTER,I,851,302,188,5,UTILITY,"[497, 526, 111, 518, 78]"
743coDjvuXdBd7wBWHdKoVr_UeIvCw6ZZUdGPqOPeEhWYl3iX16RC7tOpA,146,GRANDMASTER,I,850,620,335,3,MIDDLE,"[127, 64, 104, 76, 59]"
VMA5tnGEUMwB7MHoM_G_4AgcR2IVWBZwT8iu-jfQU83q_E0,587,GRANDMASTER,I,849,374,211,2,JUNGLE,"[76, 64, 163, 121, 59]"
BwgSTeMsSfZabbcz58o8IcNN29o-DmLgdPv7UD8z1eF4WCU,527,CHALLENGER,I,848,488,266,3,MIDDLE,"[518, 18, 126, 61, 268]"
kpkZYBATt4kwDeSzssx-YAtxrRpO2yNPWrJX8hkug61LnPk,439,GRANDMASTER,I,847,383,213,4,BOTTOM,"[81, 145, 498, 429, 22]"
oG2CDWuDWhsEfXb_gS2XML68FDM-mjHxi-0dUiQFoIM2j8w,345,GRANDMASTER,I,846,742,394,1,TOP,"[68, 126, 58, 79, 150]"
VK_KjaAE3-XoalO83zDu8IFd3Q50poi1_SL-9FYbUzKkhiw,952,GRANDMASTER,I,846,1246,647,1,TOP,"[68, 897, 24, 266, 58]"
x8z3r9IYhz8zHfWrrPaCxfzyU8dkoDQmPvQet93mocXYsvwx,200,GRANDMASTER,I,846,489,263,4,BOTTOM,"[22, 235]"
0wXjtpQ9L5vZxtfxbaAPIwohhq0SNy3_oonkd3qkjBk6Nvg127xmMQ7esQ,134,GRANDMASTER,I,844,751,407,3,MIDDLE,"[126, 246, 84, 777, 517]"
BDG7vH4kvotwiU1JjWxJ-wjRSrrk7Xy594a94yl3WFKVVvs,889,CHALLENGER,I,844,871,456,5,UTILITY,"[497, 12, 111, 235, 526]"
_QRNen1dXJWQJ_znlWCYHFt4ZvRDUA5rynxjSKFO4U_fzNJhuK_9EXa4xg,172,GRANDMASTER,I,844,462,252,1,TOP,"[24, 777, 266, 92, 150]"
sUiSUE8GW1R-bcIE1F2L1UEZ-6fEEminIu8ElfPaXGbiHFM,665,GRANDMASTER,I,842,568,308,4,BOTTOM,"[145, 498, 202, 429, 51]"
nSFGf3dBwwVeuwZ7gcJ85eOLAaAR5i5EMr79TRICelMP1pBlRAMY5wYHfQ,211,GRANDMASTER,I,842,571,307,4,BOTTOM,"[235, 145, 18, 429, 12]"
fIe4Sz5Gj6zWBGr97HCbJriVcTfJww2rsVZHbT22BhOwMXvKjhJ6a6qK7A,318,CHALLENGER,I,842,769,408,4,BOTTOM,"[145, 81, 429, 110, 498]"
kiUukvHkr_ABwi92vuERmHJji7lP3JJAU01aS85qyiE_jq0,867,CHALLENGER,I,841,944,498,2,JUNGLE,"[91, 56, 112, 131, 163]"
t-6EQESKwU1KdAlN6fQMXMifae0RAnAzVwFjb8NovjcO-EA,523,GRANDMASTER,I,841,282,171,5,UTILITY,"[497, 22, 432, 902, 43]"
hhyBbDRZY4YeJ6g_yiiZ2c8dcKUWJxlGsqDV6Mq5rFtr_5w,243,GRANDMASTER,I,841,425,240,1,TOP,"[77, 74, 43, 67, 75]"
mrIoARkVsEph5KjOIBGqYv-jpNYzBNBG2A9GJ_L0xJK_ICoIR01TvisFUg,224,GRANDMASTER,I,841,585,311,2,JUNGLE,"[163, 64, 104, 76, 245]"
s1Ps7tENdw16SzTh5xLfDqEAR36A_Bgc9GLf7SspcOe33uM,197,GRANDMASTER,I,840,244,143,2,JUNGLE,"[60, 76, 203, 78, 24]"
cD_MwgrBELOhlS_RfydxtbS9AuXAPNke68YC6DpFRw4i2vM,486,GRANDMASTER,I,839,606,322,3,MIDDLE,"[61, 518, 711, 18, 163]"
ezEPsUq7R2-noprJ0_87rjPR3YXUYdKP9BV4o_iRFjTKt4b3gqlC9I-cEA,441,GRANDMASTER,I,838,606,322,2,JUNGLE,"[64, 234, 163, 107, 76]"
Ht6pXdCiZKD402-GR9aoRlW1moCSdcz1p8KDA5vUGYuqlpA_d_d8brpC6w,198,GRANDMASTER,I,837,1037,544,1,TOP,"[24, 58, 266, 68, 897]"
jtpPqP6LC0VBDCTHOlGMCuacGwIv_HlN3RJ7B-nV8oItBKbEd8A0uedllw,120,GRANDMASTER,I,836,288,170,1,TOP,"[24, 126, 58, 266, 85]"
No9NDGoMD0dYHUgyNSPvqvRmoFUgg4R73ZYlDomy8vnvcUc,805,GRANDMASTER,I,836,1061,555,5,UTILITY,"[497, 12, 111, 526, 432]"
fz7eCsLQTdL2ipUcPeBgMXukyD7-Bd7AbKwauI8aO1SkNa4,375,GRANDMASTER,I,835,569,306,5,UTILITY,"[555, 518, 57, 64, 432]"
A8tCxecbCxaRk98dgvXA-cmiGrSs7hEvrS8t3ICg-kTH4JQ,309,GRANDMASTER,I,834,421,237,2,JUNGLE,"[120, 121, 421, 59, 54]"
GI3UbOobd_VnaMw6Z0J53Fu2lIC1JZjrPHGxfM7Mt7JjMCbYpOhve5ma6w,82,GRANDMASTER,I,832,347,205,5,UTILITY,"[111, 12, 43, 89, 235]"
MF0kTV8RqHUyHyXw1VawYEyQtJ87eqHbU-ebz2-ddjoOvPk,737,GRANDMASTER,I,831,1012,526,1,TOP,"[68, 266, 897, 24, 126]"
rsa95sijLkxsHNHsa2btnpnmBwvNeLRtzHsLvodb6TlLJ4qwxCARv0EYwA,58,GRANDMASTER,I,831,243,150,2,JUNGLE,"[76, 113, 53, 254, 526]"
F2vcnbPEwvpn2ECeGu2xchaCeMm1vDvUONf6ksaaB6YRqscy,134,GRANDMASTER,I,830,579,314,1,TOP,"[23, 58, 32, 54, 78]"
VExPRExhFSn6hKaLQoQO1qdzPhn5fGNACuZVpozt2TuSfAiwKrle3GnLmw,136,GRANDMASTER,I,830,508,276,5,UTILITY,"[526, 497, 111, 432, 888]"
aKJgp7J5ROE2MZNAZ3JBeghnnHABD4tuWFcf3YR-Rn6hyTI,468,GRANDMASTER,I,829,1111,578,4,BOTTOM,"[145, 81, 432, 110, 43]"
xMREH9i0peBgzxKLAy0h1yJSxhVxEvWEolszyniX0If3e1N53fyM-Qx7sQ,215,GRANDMASTER,I,829,467,253,3,MIDDLE,"[84, 61, 7, 126, 517]"
NXeQunkaE40wE75wM4wOpq1ZO_10DrvXB6oSPLIkzj-D90o,547,GRANDMASTER,I,828,790,422,1,TOP,"[68, 85, 58, 30, 13]"
K_4O23_vneN4_Je9DfUyz1FO2gIDFMAoeI-qQsMHwlg2B7pV2xn8vTNHUA,93,GRANDMASTER,I,827,234,140,3,MIDDLE,"[91, 245, 517, 84, 126]"
VoucS7R3WEelAPXmNacTylQfY2OoPyHClKH-SpWXO9FdlNVFwd2Y_vHByw,285,GRANDMASTER,I,826,1368,705,4,BOTTOM,"[18, 145, 81, 498, 429]"
A1cbjXiBvdm7GzTH-E2JEwE5tcuPjdGD0ZlhwOHdYUxlYjJiqmLt9bft0w,50,GRANDMASTER,I,825,250,141,2,JUNGLE,"[163, 104, 5, 234, 64]"
FG7ZR2qmzetnkXZG7iM8UjPwryhwjerGwpFfphCpoJ7VtC4Y,770,GRANDMASTER,I,825,902,478,1,TOP,"[68, 24, 266, 897, 126]"
4ww447RBCF8SuGSFVouANuXtKXCt74eO9oR-AK8pv3sNNT0S1ZPaq2XAzg,208,GRANDMASTER,I,824,315,181,3,MIDDLE,"[268, 79, 78, 86, 127]"
EO04BcQwx6oVkhjjVLgTPhqXXAumr-HtDb1alTmIQ62a6nY,317,GRANDMASTER,I,824,319,179,5,UTILITY,"[497, 12, 555, 432, 111]"
UpPOoWxigwONGF0gH696UCFi0_IMvlMY5C1ou884PPJtof4dT4KTmpKF1w,294,GRANDMASTER,I,824,597,320,4,BOTTOM,"[145, 81, 498, 115, 110]"
vcgCQGmWDsIpvx_Ho7KC41afEeahJU0bYnc738IXMMWp51M14JvJIkiBZA,198,GRANDMASTER,I,823,581,307,5,UTILITY,"[12, 526, 497, 111, 53]"
AlgMSLFl5fNJJS4fyWg5MnPLJYXPbXLyElT8xnsXeCs1XB8TdOgDfh3q6g,95,GRANDMASTER,I,822,526,283,4,BOTTOM,"[81, 498, 15, 145, 222]"
JUT3Tx-PJa26pZ9VH-qzNH24sZ5i49MqhWpX2CeX4rUOcc0JPCt_52jlZA,183,GRANDMASTER,I,822,511,280,4,BOTTOM,"[145, 429, 498, 497, 81]"
V3mMPldKGA6WFa9YdtrN6DiBIpirZnkOR_YIX6E5_ydbzuB9N1QhcdMWNA,58,GRANDMASTER,I,822,273,161,3,MIDDLE,"[84, 7, 91, 80, 777]"
-leMnkI9kjcWk3_fuh_ftnBflqNRGXqOhSRVa00-TUHnXa3-wb2LgO5ImQ,49,GRANDMASTER,I,821,193,127,2,JUNGLE,"[104, 64, 59, 76, 163]"
fcjqAEUfzeQTM-ynaLhFXwnWyxKhsTxcfQkxHq1tfGxAGA,798,GRANDMASTER,I,820,407,220,5,UTILITY,"[43, 53, 201, 12, 111]"
A1Ee1WC81mg3smgy_-mYAbEWPAe05TQ5fZa8fiJjacGv77tLtkWeq0K9-Q,398,GRANDMASTER,I,819,1569,804,5,UTILITY,"[497, 12, 111, 526, 235]"
Ig3x0sSiYw1khHr18hivQDvHM1mJg9RYrgjD2ZpECdFdbio,570,GRANDMASTER,I,819,363,208,1,TOP,"[2, 266, 5, 14, 24]"
Mr-hEmuJdFXR8Q_NjZTeRmdg6KFq6gS0iAK2wlOCsRBH2pWE_qhC1YWb5Q,55,GRANDMASTER,I,819,200,125,2,JUNGLE,"[120, 5, 64, 12, 59]"
rzq0ug0zW7mBMN5kpbXXaNFAX-3Jv6OhmgbSk0Oox3GMJhI,496,GRANDMASTER,I,818,781,413,4,BOTTOM,"[145, 523, 81, 429, 119]"
OAFs_87w5KM40AtEKyG2aizcLL62jMqJ7W3WwRtHlPlqDYQ,181,GRANDMASTER,I,817,570,303,4,BOTTOM,"[145, 81, 498, 202, 15]"
10HtEg977V4QFxm5mect7oGGLVYtuc2ykMXlRTniHXq3l4Kn9fNidStiWA,199,GRANDMASTER,I,817,968,510,4,BOTTOM,"[145, 110, 429, 523, 235]"
GNYBp0hjTU3fE5umUb9IUAO2cdYR8sBOClmhYKGPdfsLmcQ,142,GRANDMASTER,I,817,406,220,3,MIDDLE,"[91, 4, 136, 30, 950]"
GNN5a0iXRw6Nyrj_tTHoCbJXkaO53HQr1G-cCI7R6q1sIwwsrM9QTbSaRQ,319,GRANDMASTER,I,816,877,464,1,TOP,"[24, 266, 897, 114, 58]"
bY7lAUom-Zo8F7rmliwCQqqLPSz6iVBV4whI_KWmyd29Xkv_EU_sL6NuAA,169,GRANDMASTER,I,816,180,114,4,BOTTOM,"[81, 145, 498, 18, 221]"
HvUbv0XNzcpcvIPTTuzMLRdZgYKGPOG4JKGf3gOT6Av5zjI,450,GRANDMASTER,I,815,828,432,2,JUNGLE,"[104, 78, 254, 234, 200]"
jKjKw9iu_flFf2Fs60njikHwlIMyySOH9jbtJVuTiQnE9o4,591,GRANDMASTER,I,815,381,211,1,TOP,"[114, 85, 133, 164, 23]"
LgpN_iAYPK4_M04GJxvEgV7tAAqC49PscZ48tjxyDA5VjysF3v1hASW56w,182,GRANDMASTER,I,815,325,182,1,TOP,"[69, 897, 145, 163, 81]"
xTdFXHodveBVn53xDevAmDFNkqDUf5t5f8stY5QvIEfp1Put,370,GRANDMASTER,I,814,1446,753,5,UTILITY,"[526, 497, 888, 432, 12]"
Kb-WUNiEz2UjCtPMua2MWSS0mYRFvWYE_SJVl8iYW9fP6No,301,GRANDMASTER,I,814,329,183,4,BOTTOM,"[523, 81, 145, 119, 110]"
5BlFSOJMcsYZLzg_rWsJup-3x-BMBYKLuVkymf8GHJkpRQ,331,GRANDMASTER,I,814,222,132,1,TOP,"[133, 43]"
LCjD-2eE2zLtsFwy62XQ-jLsxnrCHWhlp1ojy25T0iYu0Nc,529,GRANDMASTER,I,813,239,141,5,UTILITY,"[497, 888, 43, 235, 432]"
a0g_7ixNNNX2ZUELYKVQuSkOC7N2suR0uehLk6Z9cTUG9tAr0h3jX54rvQ,64,GRANDMASTER,I,812,445,246,5,UTILITY,"[497, 888, 432, 555, 12]"
yXfpMju35GZTOQIqUUmyzKlna-JKsxh0auTHgCZOocFJBkg,284,GRANDMASTER,I,811,495,273,3,MIDDLE,"[142, 61, 126, 84, 517]"
FmNVXzNVORWbmCaqFuWG_zXZQRzr8fChG61Hb8n1iqqtht4,196,GRANDMASTER,I,811,217,129,3,MIDDLE,[105]
c4voKRgPPfYJPmy0uUsu2OhPVV6E5X5VKvuGNezV55K-byr4iRQMHSldGg,85,GRANDMASTER,I,811,551,302,5,UTILITY,"[497, 111, 526, 12, 53]"
P6jLj1oBtBqdXdZ4DjSMdpABJ4zVwzpJoDyAs6bXF2Y7rMc,697,GRANDMASTER,I,810,514,277,3,MIDDLE,"[61, 163, 126, 7, 84]"
msX4fl-IquD0dWtvPItBUup9ThoE-qx-qZrHXyRCw2F8ohnlSxaJ49CIyg,542,GRANDMASTER,I,807,2043,1039,4,BOTTOM,"[145, 498, 221, 110, 429]"
-zjaBLKQ1LOCq2_QvFH2eaKfGEAt4aTeGCcPd4bIIat_Ag,564,GRANDMASTER,I,807,711,383,1,TOP,"[77, 68, 23, 897, 58]"
NLI7ytE2Y-YhujE3kAH_sQ3XJ2sCZ7tsKKYSH6ky9EJPYTA,311,GRANDMASTER,I,807,482,266,3,MIDDLE,"[61, 126, 777, 517, 145]"
srZFUcRJUFemCngr99cm5E7Vi3k0ePXQf9K73cX7RbADeVUYfic3O58VBA,50,GRANDMASTER,I,807,261,148,1,TOP,"[68, 266, 150, 777, 24]"
RAj8DaBY1QuebckASWvcwHwS2K3ExYF2OsbRaWIvc3FNaM0,571,GRANDMASTER,I,807,189,117,5,UTILITY,[555]
noLLpY1VDL4jIIQLgLkvD5mZ0M4-ATQ6VIjKn6KZ8V8_E4Q,1010,GRANDMASTER,I,806,648,343,3,MIDDLE,"[166, 517, 950, 3, 7]"
BbWmACbROJfeTgOI_77VndqpNMxXxIsG9KQagUdl4G1ibn8,804,GRANDMASTER,I,804,1008,522,1,TOP,"[68, 64, 58, 24, 8]"
bw3qhfVFl7UQxzSp6gWwdZlzH_38pxoHbC8L2xRGJgctiOs,765,GRANDMASTER,I,804,361,208,5,UTILITY,"[12, 555, 111, 43, 497]"
LwGKwmI-u6oNvyj6UzEC1k6RwofFYRVEWWE6DWABzeAoEM56VXc0dxnksg,49,GRANDMASTER,I,804,154,103,3,MIDDLE,"[517, 897, 50, 84, 777]"
O4p1r7Soh14asSsbgDPkAbeHZhFWwXasITk7lVxwsP1NJYY,164,GRANDMASTER,I,804,179,112,4,BOTTOM,"[67, 81, 145, 498, 51]"
Z2qYArNeC2EL_OFcKf-L99y9ADOcHKUf3SvkHISKYG5A2WF0Qzq5snCvzw,278,GRANDMASTER,I,803,365,201,2,JUNGLE,"[76, 234, 60, 134, 64]"
u-ef1mJsydB86SYX8uzGH12-a1p-w9ra0sUz0J1JIAQMtAXLMRFVM8nZaA,61,GRANDMASTER,I,803,349,210,1,TOP,[114]
FfyKMX-E6g5sJb3m45Vd4e1PPXOJGDCRHF28ZUR_peknSiQ,377,GRANDMASTER,I,803,653,349,3,MIDDLE,"[246, 777, 84, 897, 126]"
yWEiCWt8A_9gMTBZZJTTB96xfxdJFPiOooBUrQPaPagu6maLEQdC9_ZsgQ,221,GRANDMASTER,I,802,739,389,5,UTILITY,"[526, 12, 111, 497, 235]"
oeRpTwpyE-Ob6UFBOSWLRwsGmKVUmcwWt-K2_RTONdwu3Ms,455,GRANDMASTER,I,802,397,219,4,BOTTOM,"[145, 81, 236, 429, 498]"
5HqM9SHc8NFBS48QX2lYHgs0WREVCnQwOGUkbstP_gEpJUs,358,GRANDMASTER,I,801,1733,884,2,JUNGLE,"[64, 78, 163, 131, 141]"
lk-hR7C8o2GwSx0T4V_Jr1T78AlAOwRbQMWh7pWF6F0MFgolqHhFSxaIfw,222,GRANDMASTER,I,799,647,339,2,JUNGLE,"[64, 104, 76, 200, 2]"
VSe_HNHcgLsm-AiAuQpG9r8G2ytokLFFg4WJwmmeJX-WAtA,210,GRANDMASTER,I,799,467,240,2,JUNGLE,"[64, 163, 121, 234, 78]"
QnvQI7xTzXAUSBpKQlPo1XRrWq2ji-wu3-vEGSBe8QUySw5v,272,GRANDMASTER,I,799,357,199,1,TOP,"[122, 16, 79, 12, 54]"
2onrhhrD74-jSvLR3aQIUhp0Dqh8NSN-gsd5xMYgQnyfRVjbj0_pa3u6RQ,184,GRANDMASTER,I,798,903,468,3,MIDDLE,"[895, 7, 61, 126, 517]"
BXSLDxd5RYa-QKpJV-x1ySpEndhWOChiZgZocw9SZ7C49Wlh_481d0nauw,112,GRANDMASTER,I,798,383,219,3,MIDDLE,"[18, 142, 7, 268, 518]"
RxrU6rMprQwv7Bg4w0g4ClVp_smELw-cLeqO9SCFaURN4VQfMTR3QoZgGQ,256,GRANDMASTER,I,797,914,472,2,JUNGLE,"[421, 234, 64, 104, 163]"
8KJI27f0aer3HwRPZZmaWKEBe1ULoMKlmDFfI3s6R-oEEGdKmnJDRaPRFw,456,GRANDMASTER,I,796,762,395,5,UTILITY,"[497, 526, 111, 888, 12]"
HoMsHUGvRUvEFwC7PSlJIKLP-8Jdix5CqQ0aS2tr8352oo0,586,GRANDMASTER,I,795,358,199,5,UTILITY,"[12, 64, 111, 432, 22]"
vsoxU7g8P-iGQPO00OfRUFIzBnVkshKYqYBicXFLB3JuYjf3kfhJOEfleA,75,GRANDMASTER,I,795,330,188,5,UTILITY,"[111, 497, 888, 22, 74]"
_x32Utk64qoJXhbn2VA9znX4ZHCemKVpH0K7megqyIa-vso,432,GRANDMASTER,I,794,463,252,5,UTILITY,"[497, 235, 526, 555, 412]"
